cpu,memory,duration_std,userDiff,sysDiff,heapTotal,heapUsed,avg_cpu_util,cpu_util_std,slo_preservation,total_cpu_shares,cpu_shares_others,num_containers,arrival_rate,latency,memory_util,memory_util_std,slo_duration
1024,1024,601.518733777866,1852164,119144,44748800,34527880,1.0953487524311314,0.20198899610383192,0.7263527348725128,1024,0,1,1,505.09864050000016,0.8291780088020271,0.0886258091231594,366.87977890756326
1024,128,620.1185220645332,2179095,176426,51699712,48678312,1.264843667587001,0.1970831037952268,0.6601303325684582,1024,0,1,1,555.76870325,0.874389374962582,0.09765273182352162,366.87977890756326
1024,1536,365.76107724761323,1795921,118893,52482048,39479856,1.2740560558305847,0.2912938985605224,1.0,1024,0,1,1,287.79332629999993,0.7900138452310059,0.0996814665448124,366.87977890756326
1024,2048,227.52085483901683,1672199,132796,52482048,41576160,1.974770332412189,0.3636913373394003,1.0,1024,0,1,1,141.4425261,0.7729046137077217,0.07977748253874786,366.87977890756326
1024,256,383.0215510118288,1819254,122465,36749312,33654176,1.3816873884688203,0.2732161932228624,1.0,1024,0,1,1,343.1894202,0.8846307859003089,0.0796372380249972,366.87977890756326
1024,512,394.8563549550454,1806491,115786,37535744,35331832,1.4662209100881836,0.2688988602750347,1.0,1024,0,1,1,306.77178680000003,0.871547910867052,0.10857699381676271,366.87977890756326
128,1024,592.39494938213,1981590,150862,52613120,35593656,1.158671991185101,0.24571838295056753,0.7735075595777384,128,0,1,1,474.3066494499999,0.8112361290857477,0.08946167785300922,366.87977890756326
128,128,645.014071751271,1970181,184055,52224000,49060616,1.0886457262252398,0.17196977899753138,0.6886382765674831,128,0,1,1,532.7612353124999,0.8832087031227576,0.08519474151218617,366.87977890756326
128,1536,369.48716637118406,1725862,192048,62181376,37744112,1.473198415095491,0.21162312093328686,1.0,128,0,1,1,256.99581965,0.7538360312207846,0.12014084260536753,366.87977890756326
128,2048,217.75877667603245,1634436,124458,53006336,41570496,1.7464855192402933,0.2986524760613407,1.0,128,0,1,1,148.72913905000001,0.8045924779134076,0.05184926923754776,366.87977890756326
