cpu,memory,duration_std,userDiff,sysDiff,heapTotal,heapUsed,avg_cpu_util,cpu_util_std,slo_preservation,total_cpu_shares,cpu_shares_others,num_containers,arrival_rate,latency,memory_util,memory_util_std,slo_duration
1024,1024,64.84529406330235,228364,40059,37859328,30099904,0.981738437974497,0.1678312098409299,0.9526287861884764,1024,0,1,1,191.17284010000003,0.7766309975250835,0.10887220083551319,182.1167506166667
1024,128,67.99199837099829,258911,50131,33267712,29929576,1.0798940550431977,0.16632046861423153,0.8698478276986809,1024,0,1,1,209.36621879999998,0.8697660812428805,0.06760410855090948,182.1167506166667
1024,1536,33.69713514857297,222507,14287,42446848,31203728,1.3103851871317276,0.23712892924224813,1.0,1024,0,1,1,102.27339925000003,0.7168369200972169,0.12069503930961091,182.1167506166667
1024,2048,24.068695555940185,221384,33862,68435968,51402120,1.5515973390517748,0.18832876585636277,1.0,1024,0,1,1,72.14697039999999,0.7477799642755759,0.11928607472690886,182.1167506166667
1024,256,47.46463146777076,244916,28877,33005568,29982640,1.412719991600584,0.21710264086549622,1.0,1024,0,1,1,157.06277124999997,0.8373446674694174,0.07099124469334724,182.1167506166667
1024,512,53.84642998730196,280932,31052,33005568,29870760,1.0651959523377361,0.15188807432186455,0.8870283346773081,1024,0,1,1,205.31108589999994,0.8570706475120684,0.06555702913770545,182.1167506166667
128,1024,78.98374516704543,290426,60459,39694336,29940136,0.9095952667498315,0.18559324664849186,0.8513046698489741,128,0,1,1,213.9266435,0.7870910340408964,0.0873566152190123,182.1167506166667
128,128,200.89004277720792,265738,57508,33005568,30019736,1.0511953714237,0.40450867333278623,0.6794839691427932,128,0,1,1,268.02214457894735,0.8730524715884678,0.05412076705972017,182.1167506166667
128,1536,55.263797550065604,207315,62986,50573312,29919048,1.436904620952265,0.17119770776345905,1.0,128,0,1,1,102.27966749999999,0.7283164343503874,0.13471668478095578,182.1167506166667
128,2048,25.43140929449668,233184,17778,69484544,51412200,1.5515931677222428,0.19783060716047562,1.0,128,0,1,1,76.4370871,0.7413865473394403,0.10147115184899975,182.1167506166667
128,256,30.126002361043067,252144,27913,33005568,29800152,1.292396121462478,0.22566684937006468,1.0,128,0,1,1,159.41849365000002,0.8517751213842321,0.04924626486254375,182.1167506166667
128,512,58.85993493796056,252304,31988,33005568,30276760,1.0815036526900728,0.11545619514340291,0.905805243419008,128,0,1,1,201.05508545,0.871020462532346,0.06840024412830432,182.1167506166667
1536,1024,70.14600507805504,269355,51059,37859328,30157224,1.0348957259689013,0.19553462496035326,0.9909134562049695,1536,0,1,1,183.78673684999998,0.7813253602138077,0.09200353424278451,182.1167506166667
1536,128,155.073511704892,270100,41480,33005568,29995096,1.014751914547007,0.36113512550701793,0.7063416512332186,1536,0,1,1,257.83096650000005,0.8694230548375105,0.08222553732848585,182.1167506166667
1536,1536,58.12803406570735,247888,26581,50573312,29924584,1.084029384693119,0.18087166749214936,1.0,1536,0,1,1,130.8169454,0.7392791203365455,0.12275556876665022,182.1167506166667
1536,2048,25.69547641700194,278575,31809,50573312,30380096,1.5746817868656506,0.23006199577745154,1.0,1536,0,1,1,71.53577569999999,0.7498573871107219,0.0969988816478463,182.1167506166667
1536,256,57.095929756190046,237393,41377,32743424,29729584,0.9331669721987497,0.1402973353150001,0.7919679891206093,1536,0,1,1,229.95468645,0.859520326781446,0.07636430190184014,182.1167506166667
1536,512,46.5543312632465,292367,46774,33005568,29907208,1.0145651003452973,0.17371044476641656,0.8324370866661138,1536,0,1,1,218.77539280000002,0.8682483197630079,0.05784191314478287,182.1167506166667
2048,1024,83.69728342005565,307635,46260,40218624,31318904,1.0013073667463892,0.1976943636738245,0.9121360867047035,2048,0,1,1,199.65962674999997,0.7870360570052287,0.0932491052304451,182.1167506166667
2048,128,573.4110517222782,239979,27287,33005568,29785344,1.2829803495225245,0.5898570187519798,0.4972325362749436,2048,0,1,1,366.26072778947366,0.8669299200957624,0.06420359466939006,182.1167506166667
2048,1536,48.734275917983176,291810,40875,50573312,31108416,1.2959637073702468,0.21480460163530507,1.0,2048,0,1,1,119.30137559999999,0.7062235038905316,0.12846067711604262,182.1167506166667
2048,2048,25.397157700373395,223697,29392,42708992,31370144,1.6362092418448646,0.22689917719007027,1.0,2048,0,1,1,71.8239217,0.777779821916438,0.10668711772967843,182.1167506166667
2048,256,52.34933833450278,240264,35612,32743424,29974424,1.0299820844639387,0.11861889176759918,0.8320001648125552,2048,0,1,1,218.89028190000005,0.8834598549530709,0.043480978237879844,182.1167506166667
2048,512,56.57078749330922,266931,49455,33005568,30206040,1.041258013042608,0.1970771370126057,0.8485484126081002,2048,0,1,1,214.62152060000003,0.8799040866100996,0.06710167444075993,182.1167506166667
256,1024,77.38608695484118,275214,38720,28413952,15421080,1.0090367427529379,0.18954283838078803,0.9146070449944674,256,0,1,1,199.12021410000003,0.766748952035638,0.12080125740640128,182.1167506166667
256,128,317.0873758335875,241316,49005,33267712,29741104,0.7778365214511143,0.16184619576611198,0.513450357888789,256,0,1,1,354.69203170000003,0.8932908238144777,0.040505878995780266,182.1167506166667
256,1536,49.186044130866385,297268,28200,50835456,31159496,1.2672901831375145,0.23728722471114883,1.0,256,0,1,1,129.99178625000005,0.7139459363447509,0.1208939665454354,182.1167506166667
256,2048,41.33919950189338,311724,37852,50049024,29985808,1.4355853758668518,0.21121947279252756,1.0,256,0,1,1,84.89156650000002,0.7228259984014669,0.11761976476723265,182.1167506166667
256,256,36.02114107807462,264649,17172,33267712,30028328,1.2378247024869145,0.19313186666468246,1.0,256,0,1,1,169.25748084999998,0.8817126908975252,0.04938374857075229,182.1167506166667
256,512,80.07647414737417,210929,38798,33005568,29662688,0.9157042858557489,0.1741839254315177,0.7443596332491272,256,0,1,1,244.66231440000007,0.8853434401927549,0.0452222362755955,182.1167506166667
512,1024,70.91229434344675,322755,46307,39694336,30598720,0.9192642870238694,0.1940384403653891,0.9240154286990307,512,0,1,1,197.09275945000002,0.8008923373075959,0.10245351490502164,182.1167506166667
512,128,282.8017747174323,246153,52979,33005568,30256680,0.7406246201546638,0.271508486984203,0.46625376344758196,512,0,1,1,390.59577614999984,0.8898728719172198,0.05133036414918796,182.1167506166667
512,1536,59.911816680578205,307902,39316,50573312,31445432,1.2346666442581264,0.23210567212973557,1.0,512,0,1,1,123.6177261,0.7335314319172765,0.10941776724880259,182.1167506166667
512,2048,25.186881821276838,257880,47170,50573312,30384848,1.6040929518046547,0.15588477380371152,1.0,512,0,1,1,75.17909384999999,0.743663188217554,0.09234565318620074,182.1167506166667
512,256,42.74251257089533,249546,31534,33005568,29751128,1.3631053127582458,0.1927478100252452,1.0,512,0,1,1,146.16681750000004,0.8701411943091463,0.06158601850403643,182.1167506166667
512,512,39.940637823487975,235378,41651,33267712,29842568,0.9548960426106937,0.12490196862934763,0.7923155065387117,512,0,1,1,229.85382605000004,0.8892369916121459,0.05484839498819007,182.1167506166667
