cpu,memory,duration_std,userDiff,sysDiff,heapTotal,heapUsed,avg_cpu_util,cpu_util_std,slo_preservation,total_cpu_shares,cpu_shares_others,num_containers,arrival_rate,latency,memory_util,memory_util_std,slo_duration
1024,1024,182.19388312952879,282633,31082,39170048,30533840,1.0585156776787963,0.29408985388371556,0.7673616959385094,1024,0,1,1,269.93451175,0.7569118150198307,0.11130311532008048,207.13740472881352
1024,128,290.1009599750217,288028,90532,33005568,30255800,0.9049046649240928,0.3455939065018926,0.5069626263374402,1024,0,1,1,408.58515789473694,0.89241400763487,0.05369171150701289,207.13740472881352
1024,1536,43.50616626149925,227478,43521,37457920,16015896,1.385551962557733,0.2242309376829063,1.0,1024,0,1,1,127.7459263,0.6947553036405699,0.15234437999329484,207.13740472881352
1024,2048,38.36029456672539,322593,35110,49786880,30387448,1.4985647004650597,0.164271088480909,1.0,1024,0,1,1,99.36931304999999,0.7254800037207969,0.09401780317934215,207.13740472881352
1024,256,42.39019270763911,281303,33720,33267712,30700576,1.2139581097001857,0.12141005228795759,1.0,1024,0,1,1,205.8554985,0.869431661081391,0.07181055840610302,207.13740472881352
1024,512,88.13833837259374,349300,29428,33529856,30556000,1.1017476722982542,0.11929886255150621,0.7773669906441618,1024,0,1,1,266.46025265,0.8972503642081247,0.04096348700660379,207.13740472881352
128,1024,68.86903246473952,288872,23803,39432192,30215904,1.0088210162655422,0.1384234394195567,0.9126459202621306,128,0,1,1,226.96360125,0.7703795056579267,0.1065946727300449,207.13740472881352
128,128,607.157410456319,331922,64502,33529856,30263048,1.0687201034851956,0.48054253928435575,0.4458006781345787,128,0,1,1,464.6412957368421,0.8714905816393415,0.08645237509606296,207.13740472881352
128,1536,56.5686011387459,286464,47001,50573312,30474224,1.377007993613305,0.2276551552186754,1.0,128,0,1,1,129.4947776,0.744034362358029,0.1322314774978816,207.13740472881352
128,2048,37.353959783282235,339782,33389,50311168,31619960,1.5133931248567651,0.23474904772314506,1.0,128,0,1,1,103.04354695000002,0.745346473962395,0.09002330402323569,207.13740472881352
128,256,64.66753768978698,352741,12012,33267712,30407616,1.0545779166823588,0.10343847897562143,0.8052208052281087,128,0,1,1,257.24298650000003,0.8887101366895672,0.056434522573444355,207.13740472881352
128,512,45.03458566011154,292534,27930,33005568,30146584,1.0895308930971461,0.0934658510936242,0.8891628855948692,128,0,1,1,232.95777195000005,0.8924173311819951,0.04855855154341756,207.13740472881352
1536,1024,97.08051203197596,330154,25423,37335040,30935848,1.0152089196022716,0.1465096720398131,0.8274268813940661,1536,0,1,1,250.33922559999996,0.7603520126666643,0.12584481561266805,207.13740472881352
1536,128,260.0016595666859,306155,50285,32743424,30484456,1.0378552488636628,0.29576839801280874,0.6266062321310012,1536,0,1,1,330.570291368421,0.8917024273902111,0.0613061388161361,207.13740472881352
1536,1536,64.52433710173412,382865,45514,50573312,30312456,1.4047423899330813,0.19584627035625324,1.0,1536,0,1,1,136.92762935,0.6770225925773277,0.1593748399579914,207.13740472881352
1536,2048,37.42013868387233,313742,34137,50311168,30388216,1.4894195401461636,0.2140335323183536,1.0,1536,0,1,1,102.9990462,0.7463370961149908,0.09106617326447235,207.13740472881352
1536,256,48.3423058990608,253895,43362,33005568,29997712,1.3839162652621353,0.13284608259110675,1.0,1536,0,1,1,162.59773535,0.8635348323511091,0.07723102635499232,207.13740472881352
1536,512,65.74661233548676,298005,32317,33005568,30377928,1.136660927349213,0.12315645058660625,0.923750295495992,1536,0,1,1,224.23527844999998,0.8776624640810947,0.06174475738490989,207.13740472881352
2048,1024,81.9863110797471,382384,24526,39956480,30551920,1.057508925435361,0.15264431216158486,0.9116064411210523,2048,0,1,1,227.22240145,0.7746195457792737,0.10568654372208039,207.13740472881352
2048,128,155.34883435708105,298534,38054,32743424,30602656,0.8224577368315386,0.16820280072152827,0.5734520906941678,2048,0,1,1,361.21135155,0.8607866890005686,0.07940151706706862,207.13740472881352
2048,1536,81.15776238768694,393605,50116,50573312,30374136,1.3744509063003254,0.157693591115147,1.0,2048,0,1,1,137.66427455,0.7306237778039029,0.11146947381271068,207.13740472881352
2048,2048,39.90957342914867,337637,43321,50573312,30884256,1.5579692674536292,0.2157910457991691,1.0,2048,0,1,1,109.3619656,0.7477151206626433,0.08516981091791735,207.13740472881352
2048,256,47.553942988611134,275354,39513,33267712,30223248,1.2964913796633604,0.14743288034968613,1.0,2048,0,1,1,181.1780571,0.890381517635906,0.05448807067034422,207.13740472881352
2048,512,50.29451027086428,301476,20934,33005568,30369608,1.4322662843965175,0.14832147594558825,1.0,2048,0,1,1,171.86529689999995,0.8652128090043144,0.06233846632231751,207.13740472881352
256,1024,94.99702297493464,346275,60689,39956480,31513688,1.0094993262205854,0.14852880602927745,0.8540784293687883,256,0,1,1,242.52738109999996,0.7891539811967081,0.10121772549750507,207.13740472881352
256,128,119.56514579531287,296707,22750,32743424,30066112,1.0068947074913732,0.1802747631298594,0.7460077205960116,256,0,1,1,277.6612078,0.8660084608933379,0.06721573622947659,207.13740472881352
256,1536,52.43647555808438,224273,56012,38768640,16091808,1.347087137440695,0.21053551426440545,1.0,256,0,1,1,143.61420490000003,0.715397503121134,0.1239445090019446,207.13740472881352
256,2048,35.52020466384497,261029,29525,36409344,16123808,1.521860261159579,0.18843742267824146,1.0,256,0,1,1,97.38795195000002,0.7213698663284236,0.09910702055785818,207.13740472881352
256,256,64.33774588589138,323815,21986,33005568,30476480,0.9977220896603768,0.17679712457428817,0.7935583682972863,256,0,1,1,261.0235277,0.903202496776099,0.020507677730689514,207.13740472881352
