cpu,memory,duration_std,userDiff,sysDiff,heapTotal,heapUsed,avg_cpu_util,cpu_util_std,slo_preservation,total_cpu_shares,cpu_shares_others,num_containers,arrival_rate,latency,memory_util,memory_util_std,slo_duration
1024,1024,54.21074741405566,166652,47582,25792512,14725136,0.9953074196135312,0.16667930898225386,1,1024,0,1,1,139.25690079999998,0.6878792464253178,0.08466403539918699,148.61869404166663
1024,128,85.24603520003477,44743,8897,35295232,32107432,0.74605618085895,0.14376274656547827,0.6448565696451709,1024,0,1,1,230.46782965000003,0.8522212687805262,0.04820933037351073,148.61869404166663
1024,1536,42.54386740910222,46098,6820,47849472,31287136,1.017943959213063,0.1379808217863824,1,1024,0,1,1,89.9092297,0.657617827333268,0.07522951978650508,148.61869404166663
1024,2048,21.20544245240521,88728,26153,54124544,35052232,1.1199864150331824,0.14844473656078044,1,1024,0,1,1,63.840620999999985,0.6368223297249894,0.05454661826636152,148.61869404166663
1024,256,53.274565634681394,42456,11667,36401152,32368440,1.2456315964623101,0.2798840302175658,1,1024,0,1,1,97.90448055,0.8645462349939332,0.041571950360206264,148.61869404166663
1024,512,74.41405072110938,194580,52532,29278208,24889288,0.9132785166674123,0.1775018770094717,0.8975281152928721,1024,0,1,1,165.58667244999998,0.8572100322936288,0.04044280959466796,148.61869404166663
128,1024,67.59224092123556,182420,52664,25792512,14622088,0.8671862801389356,0.22332685926126739,0.9719482892588889,128,0,1,1,152.90802575,0.7334917552906919,0.08773649696273593,148.61869404166663
128,128,81.16170769680251,188806,42630,29016064,24886616,0.7511914860493294,0.1379768621104647,0.6028761907218113,128,0,1,1,246.51611115,0.848316844994498,0.054048582391621545,148.61869404166663
128,1536,35.19407696295931,68321,15215,55062528,37802864,1.16020913114661,0.17400184516569306,1,128,0,1,1,89.99062695,0.6080385598178727,0.10163977071868684,148.61869404166663
128,2048,31.77285796822462,84253,22425,54648832,34997904,1.1292443754386408,0.18744284684616871,1,128,0,1,1,63.224731450000014,0.617860078662187,0.07957260719746208,148.61869404166663
128,256,60.828898538010925,41025,28587,36216832,32291528,0.9079032078032737,0.1813424528462141,0.8553318398677688,128,0,1,1,173.75559649999997,0.8633269019325119,0.03631689783261715,148.61869404166663
128,512,104.83186069178177,39182,15440,35692544,32237976,0.7710110023814354,0.12017148780003827,0.8989918091285836,128,0,1,1,165.31707245,0.8651482692948955,0.03864796596853833,148.61869404166663
1536,1024,64.24164808267966,152696,52618,25792512,14742576,0.8173463810134354,0.146121860919008,0.6813376602050499,1536,0,1,1,218.12781345000002,0.6823297625607805,0.10590954083277283,148.61869404166663
1536,128,125.61756079246999,133509,25832,36327424,32484720,0.6418979263915969,0.13324528739192557,0.5280900869542033,1536,0,1,1,281.42678249999994,0.8603304174802584,0.04266839324198442,148.61869404166663
1536,1536,53.23463190185352,104095,38413,34836480,14984072,0.8823069093265736,0.1987951785768837,1,1536,0,1,1,141.37471335,0.5725679027661221,0.10402767881135214,148.61869404166663
1536,2048,36.76972739351098,33059,20208,44257280,26980488,1.0058619934186628,0.12554668051862342,1,1536,0,1,1,81.18564310000001,0.6367103493635239,0.06143833551930752,148.61869404166663
1536,256,108.50220591436334,108864,28182,27320320,23588328,0.7833962465171211,0.1652004867545075,0.7004680000963605,1536,0,1,1,212.17056884999997,0.8587398681878838,0.03987681230147241,148.61869404166663
